[Info]

Chopper_Name=B4M03 P 3 ZP0.60b029
Chopper_Node=102
Chopper_Hour=0
User_Comment=
Program_Version=ZAPI PC Can Console 2.09
Save_Date=Wed Jul 19 17:04:01 2023

[Release Format]
Release=2

[Code;Name;Position;Menu;Value;Scaled Value;Default;CodeOpenCan;Node;NotSaved;Active;Configuration;NameMenu]
250;MIN LIFT DC   ;0;16;5;0.2 V;5;20686;102;1;0;003FF81B;   ADJUSTMENT   ;
250;MAX LIFT DC   ;0;16;239;9.4 V;239;8445;102;1;0;003FF81B;   ADJUSTMENT   ;
250;MIN LOWER   ;0;16;5;0.2 V;5;8444;102;1;0;001FF81B;   ADJUSTMENT   ;
250;MAX LOWER   ;0;16;239;9.4 V;239;8443;102;1;0;001FF81B;   ADJUSTMENT   ;
250;THROTTLE 0 ZONE ;0;16;5;5 %;5;8413;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE X1 MAP ;0;16;20;20 %;20;8416;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE Y1 MAP ;0;16;10;10 %;10;8417;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE X2 MAP ;0;16;50;50 %;50;20656;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE Y2 MAP ;0;16;40;40 %;40;20657;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE X3 MAP ;0;16;80;80 %;80;20658;102;0;0;001FF80B;   ADJUSTMENT   ;
250;THROTTLE Y3 MAP ;0;16;75;75 %;75;20659;102;0;0;001FF80B;   ADJUSTMENT   ;
250;BAT. MIN ADJ.   ;5;16;0;0.0 %;0;8370;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;BAT. MAX ADJ.   ;6;16;245;-1.1 %;245;8369;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;BDI ADJ STARTUP ;7;16;10;1.0 %;10;8439;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;BDI RESET    ;8;16;30;30 %;30;20676;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;BATT.LOW TRESHLD;9;16;10;10 %;10;20720;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;BAT.ENERGY SAVER;10;16;255;100.0 %;255;20821;102;0;1;001FFDEF;   ADJUSTMENT   ;
250;VOLTAGE THR LOW ;11;16;80;80 %;80;20592;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;VOLTAGE THR HIGH;12;16;120;120 %;120;20593;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;STEER RIGHT VOLT;0;16;255;5.0 V;255;20706;102;1;0;001FF909;   ADJUSTMENT   ;
250;STEER LEFT VOLT ;0;16;0;0.0 V;0;20707;102;1;0;001FF909;   ADJUSTMENT   ;
250;STEER ZERO VOLT ;0;16;128;2.5 V;128;20708;102;1;0;001FF909;   ADJUSTMENT   ;
250;MAX ANGLE RIGHT;0;16;90;90 °;90;20709;102;0;0;001FF909;   ADJUSTMENT   ;
250;MAX ANGLE LEFT ;0;16;90;90 °;90;20710;102;0;0;001FF909;   ADJUSTMENT   ;
250;STEER DEAD ANGLE;0;16;10;10 °;10;20722;102;0;0;001FF809;   ADJUSTMENT   ;
250;STEER ANGLE 1  ;0;16;20;20 °;20;20724;102;0;0;001FF809;   ADJUSTMENT   ;
250;STEER ANGLE 2  ;0;16;85;85 °;85;20725;102;0;0;001FF809;   ADJUSTMENT   ;
250;SPEED FACTOR  ;13;16;140;140    ;140;20682;102;0;1;001FFD0D;   ADJUSTMENT   ;
250;SPEED ON MDI  ;0;16;0;OFF       ;0;20681;102;0;0;001FF80B;   ADJUSTMENT   ;
250;LOAD HM FROM MDI;0;16;0;OFF       ;0;8426;102;0;0;001FF80B;   ADJUSTMENT   ;
250;CHECK UP DONE  ;14;16;0;OFF       ;0;8420;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;CHECK UP TYPE  ;15;16;0;NONE      ;0;8421;102;0;1;001FFD8F;   ADJUSTMENT   ;
250;MC VOLTAGE   ;16;16;20;20 %;100;8376;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;MC VOLTAGE RED.;17;16;100;100 %;100;8378;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;EB VOLTAGE   ;18;16;100;100 %;100;8436;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;EB VOLTAGE RED.;19;16;53;53 %;100;8435;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;PWM EV2     ;20;16;255;100.0 %;255;8440;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;PWM EV3     ;21;16;255;100.0 %;255;20651;102;0;1;001FFFFF;   ADJUSTMENT   ;
250;MAX. MOTOR TEMP.;22;16;150;150 °C;150;20716;102;0;1;001FFDEF;   ADJUSTMENT   ;
250;STOP MOTOR TEMP.;23;16;170;170 °C;170;20717;102;0;1;001FFDEF;   ADJUSTMENT   ;
250;MOT.T. T.CUTBACK;24;16;77;30.2 %;77;20820;102;0;1;001FFDEF;   ADJUSTMENT   ;
250;IDC BUS SENSOR ;0;16;0;OFF       ;0;20577;102;0;0;001FF880;   ADJUSTMENT   ;
250;BATTERY ABSENT ;0;16;0;OFF       ;0;20578;102;0;0;001FF880;   ADJUSTMENT   ;
250;VACC SETTING;0;16;0;;0;8272;102;1;0;001FF81B;   ADJUSTMENT   ;
250;ADJUSTMENT #01 ;1;20;249;100.4 %;124;8351;102;1;1;011FFFFF;SPECIAL ADJUST. ;
250;ADJUSTMENT #01 ;0;20;249;100.4 %;124;8351;102;1;0;011FFFFF;SPECIAL ADJUST. ;
250;I1 GAIN ADJ  75%;0;20;0;0.0 %;0;20800;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;I1 GAIN ADJ  50%;0;20;0;0.0 %;0;20801;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;I1 GAIN ADJ  25%;0;20;0;0.0 %;0;20802;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;ADJUSTMENT #02 ;2;20;246;99.1 %;124;8350;102;1;1;011FFFFF;SPECIAL ADJUST. ;
250;ADJUSTMENT #02 ;0;20;246;99.1 %;124;8350;102;1;0;011FFFFF;SPECIAL ADJUST. ;
250;I2 GAIN ADJ  75%;0;20;0;0.0 %;0;20805;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;I2 GAIN ADJ  50%;0;20;0;0.0 %;0;20806;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;I2 GAIN ADJ  25%;0;20;0;0.0 %;0;20807;102;1;0;009FFFFF;SPECIAL ADJUST. ;
250;CURR. SENS. COMP;3;20;0;OFF       ;0;8347;102;0;1;011FFFFF;SPECIAL ADJUST. ;
250;CURR. FALLBACK ;4;20;0;OFF       ;0;8346;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;ACTIVE SHORT HW ;5;20;0;OFF       ;0;8345;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;SET CURRENT   ;6;20;0;400 A;0;8334;102;1;1;001FFFFF;SPECIAL ADJUST. ;
250;SET TEMPERATURE ;7;20;100;32 °C;100;8333;102;1;1;001FFFFF;SPECIAL ADJUST. ;
250;HW BATTERY RANGE;8;20;4;4    ;0;20747;102;1;1;001FFFFF;SPECIAL ADJUST. ;
250;DUTY PWM CTRAP ;9;20;198;77.6    ;0;8383;102;1;1;001FFFFF;SPECIAL ADJUST. ;
250;ADJUSTMENT #03 ;0;20;50;50.0 %;50;8349;102;1;0;003FFFFF;SPECIAL ADJUST. ;
250;SET CURRENT PUMP;0;20;0;0 A;0;8408;102;0;0;003FFFFF;SPECIAL ADJUST. ;
250;PWM AT LOW FREQ ;10;20;1;8000 Hz;1;20650;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;PWM AT HIGH FREQ;11;20;1;8000 Hz;1;20649;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;FREQ TO SWITCH ;12;20;80;80 Hz;80;20648;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;DITHER AMPLITUDE;13;20;2;2.4 %;2;8424;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;DITHER FREQUENCY;14;20;5;31.2 Hz;5;8423;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;CAN BUS SPEED  ;15;20;4;500    ;2;20654;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;DEBUG CANMESSAGE;16;20;0;LEVEL = 0;0;8368;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;SAFETY DEBUG  ;17;20;0;OFF       ;0;8388;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;CONTROLLER TYPE ;18;20;2;CANOPEN ;0;8432;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;MOTOR TYPE   ;19;20;2;SRPM MOT;0;20835;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;CONTROLLER SLV1 ;0;20;1;PRESENT     ;1;20626;102;0;0;001FF908;SPECIAL ADJUST. ;
250;CONTROLLER SLV2 ;0;20;0;ABSENT     ;0;20627;102;0;0;001FF908;SPECIAL ADJUST. ;
250;CONTROLLER SLV3 ;0;20;3;PARAM UNKNOWN;3;20628;102;0;0;001FF908;SPECIAL ADJUST. ;
250;CONFIG. SLAVES ;0;20;0;LEVEL = 0;0;20902;102;0;0;001FF908;SPECIAL ADJUST. ;
250;AGV       ;0;20;0;OFF       ;0;20856;102;0;0;001FF801;SPECIAL ADJUST. ;
250;SAFETY LEVEL  ;20;20;3;LEVEL = 3;3;8381;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;RS232 CONSOLLE ;21;20;0;OFF       ;0;20653;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;NODE ID     ;22;20;102;102    ;0;20700;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;2ND SDO ID OFST ;23;20;1;2    ;0;20701;102;0;1;001FFFFF;SPECIAL ADJUST. ;
250;VDC START UP LIM;24;20;129;129 %;129;20645;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;VDC UP LIMIT   ;25;20;140;140 %;140;20646;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;VDC START DW LIM;26;20;75;75 %;75;20643;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;VDC DW LIMIT   ;27;20;58;58 %;58;20644;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;MAX VOLTAGE MOT.;28;20;100;100 %;100;8430;102;0;1;001FFDEF;SPECIAL ADJUST. ;
250;TOP MAX SPEED  ;1;24;20;200 Hz;17;8371;102;0;1;001FFDEF;HARDWARE SETTING;
250;CONF.POSITIVE LC;2;24;1;LEVEL = 1;0;20660;102;0;1;001FFFFF;HARDWARE SETTING;
250;DIAG. ROTOR LOCK;3;24;0;OFF       ;1;8418;102;0;1;001FFDEF;HARDWARE SETTING;
250;DIAG. LC  CLOSED;4;24;1;OFF       ;0;20803;102;0;1;001FFFFF;HARDWARE SETTING;
250;DIAG. LC  OPEN  ;5;24;1;OFF       ;0;20804;102;0;1;001FFFFF;HARDWARE SETTING;
250;REST MONITOR SPD;6;24;0;0 Hz;0;20813;102;0;1;001FFFFF;HARDWARE SETTING;
250;DEAD TIME COMP. ;7;24;1;ON       ;1;8245;102;0;1;001FFDEF;HARDWARE SETTING;
250;DECOUPLING Q-D  ;8;24;0;OFF       ;0;20664;102;0;1;001FFFFF;HARDWARE SETTING;
250;ED COMPENSATION;0;24;0;OFF       ;0;20712;102;0;0;001FCFFF;HARDWARE SETTING;
250;DC-LINK COMP.  ;9;24;0;LEVEL = 0;0;20757;102;0;1;001FFFFF;HARDWARE SETTING;
250;ENABLE WEAKENING;10;24;3;D.C.C.  ;1;8419;102;0;1;001FFDEF;HARDWARE SETTING;
250;MODEL EST.TORQUE;11;24;0;STANDARD;0;20927;102;0;1;001FFDEF;HARDWARE SETTING;
250;ENABLE  MOTION ;12;24;1;ON       ;1;8363;102;0;1;001FFFFF;HARDWARE SETTING;
250;OVER CURRENT PRO;13;24;0;OFF       ;0;20827;102;0;1;001FFFFF;HARDWARE SETTING;
250;0:CL 1:SSL 2:OL ;14;24;0;LEVEL = 0;0;20661;102;0;1;001FFDEF;HARDWARE SETTING;
250;STORE INIT TORQ.;15;24;0;OFF       ;0;20915;102;0;1;001FFDEF;HARDWARE SETTING;
250;TORQUE CONTROL ;16;24;0;OFF       ;0;8365;102;0;1;001FFF8F;HARDWARE SETTING;
250;BRAKING TORQUE ;17;24;1;ON       ;1;8366;102;0;1;001FFDEF;HARDWARE SETTING;
250;SLV HELP INT  ;0;24;40;40 %;40;20624;102;0;0;001FFB78;HARDWARE SETTING;
250;SLV FREE LVL  ;0;24;90;90 %;90;20625;102;0;0;001FFB78;HARDWARE SETTING;
250;RS  AT 25DEG  MO;18;24;109;10.9    ;37;8384;102;0;1;001FFDEF;HARDWARE SETTING;
250;LD INDUCTANCE UH;19;24;291;291    ;80;20743;102;0;1;001FFDEF;HARDWARE SETTING;
250;LQ INDUCTANCE UH;20;24;291;291    ;200;20744;102;0;1;001FFDEF;HARDWARE SETTING;
250;L  COMPENSATION ;21;24;0;TABLE;0;20926;102;0;1;001FFDEF; HYDRO SETTING  ;
250;ID RMS MIN   ;0;24;0;0 %;3;20758;102;0;0;001FCDEF;HARDWARE SETTING;
250;IDRMS MIN DEFLUX;0;24;0;0 %;0;20832;102;0;0;001FCDEF;HARDWARE SETTING;
250;ID RMS MAX   ;22;24;90;90 %;100;8385;102;0;1;001FFDEF;HARDWARE SETTING;
250;ID ANTIROLL  SSL;0;24;0;0 %;0;20770;102;0;0;001FCDEF;HARDWARE SETTING;
250;IMAX LOAD LOWSPD;23;24;16;16 %;16;20861;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE    0%;24;24;65386;-15.0 °;65311;20768;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE   25%;25;24;65103;-43.3 °;65086;20769;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE   50%;26;24;65034;-50.2 °;65086;20845;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE   75%;27;24;65034;-50.2 °;65086;20846;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE  100%;28;24;64980;-55.6 °;65086;20847;102;0;1;001FFDEF;HARDWARE SETTING;
250;CUR. ANGLE I REF;29;24;400;400 A;200;20848;102;0;1;001FFDEF;HARDWARE SETTING;
250;MAX FLUX WB/1000;30;24;45;90    ;13;8386;102;0;1;001FFDEF;HARDWARE SETTING;
250;TORQUE MAP   ;31;24;0;TABLE;0;20923;102;0;1;001FFDEF;HARDWARE SETTING;
250;TORQUE CURR. REF;32;24;0;0 A;20;20852;102;0;1;001FFDEF;HARDWARE SETTING;
250;SLIPGAIN 25DEG ;0;24;29;0.87 Hz;29;8387;102;0;0;001FCDEF;HARDWARE SETTING;
250;ANTICLUNK TIME ;33;24;18;0.18    ;18;20760;102;0;1;001FFDEF;HARDWARE SETTING;
250;ANTICLUNK RAMP ;34;24;50;5.0    ;50;20761;102;0;1;001FFDEF;HARDWARE SETTING;
250;KP GAIN IQSP L ;35;24;0;0    ;0;20762;102;0;1;001FFDEF;HARDWARE SETTING;
250;KP GAIN IQSP H ;36;24;20;20    ;80;20759;102;0;1;001FFDEF;HARDWARE SETTING;
250;KP COGGING COMP.;37;24;0;0    ;0;20838;102;0;1;001FFDEF;HARDWARE SETTING;
250;KI GAIN IQSP SM ;38;24;10;10    ;25;20763;102;0;1;001FFDEF;HARDWARE SETTING;
250;KI GAIN IQSP LA ;39;24;10;10    ;10;20764;102;0;1;001FFDEF;HARDWARE SETTING;
250;KI GAIN IQSP RIL;40;24;10;10    ;30;20765;102;0;1;001FFDEF;HARDWARE SETTING;
250;KI GAIN IQSP STO;41;24;8;8    ;25;20766;102;0;1;001FFDEF;HARDWARE SETTING;
